Ticker,Date,Zscore,prem_disc
FDX,2026-03-13,-0.82,0.8504
FDX,2026-02-11,1.27,0.3984
FE,2026-03-13,-1.75,0.4581
FE,2026-02-11,1.76,0.3679
FFIV,2026-03-13,-0.86,-0.0763
FFIV,2026-02-11,0.77,-0.1671
FICO,2026-03-13,2.03,-0.1669
FICO,2026-02-11,0.87,0.0744
FIS,2026-03-13,-1.94,0.2284
FIS,2026-02-11,1.44,0.1325
FISV,2026-03-13,-0.77,-0.0289
FISV,2026-02-11,1.62,0.1473
FITB,2026-03-13,-0.05,0.3575
FITB,2026-02-11,0.59,-0.1586
FIX,2026-03-13,-0.31,0.0894
FIX,2026-02-11,0.43,0.2473
FOXA,2026-03-13,0.11,-0.1543
FOXA,2026-02-11,2.19,0.1874
FRO,2026-03-13,2.02,-0.1151
FRO,2026-02-11,-1.69,0.8554
FRT,2026-03-13,-1.41,0.5307
FRT,2026-02-11,1.48,0.016
FSLR,2026-03-13,-0.38,-0.1002
FSLR,2026-02-11,-0.23,0.1549
FTI,2026-03-13,0.06,0.6157
FTI,2026-02-11,-0.4,0.6314
FTNT,2026-03-13,-1.95,0.0467
FTNT,2026-02-11,1.66,-0.0146
FTV,2026-03-13,-1.98,0.1001
FTV,2026-02-11,1.8,-0.5002
FVX,2026-03-13,1.42,
FVX,2026-02-11,1.86,
FXA,2026-03-13,-0.67,-0.4917
FXA,2026-02-11,1.49,0.0764
FXB,2026-03-13,-0.92,0.2757
FXB,2026-02-11,1.18,-0.3709
FXC,2026-03-13,-0.88,5.7779
FXC,2026-02-11,0.96,0.0761
FXE,2026-03-13,-1.01,0.4653
FXE,2026-02-11,1.04,-0.1553
FXY,2026-03-13,-1.98,1.1168
FXY,2026-02-11,1.34,0.235
GD,2026-03-13,-2.93,0.2083
GD,2026-02-11,-0.77,-0.0911
GDDY,2026-03-13,0.87,-0.3359
GDDY,2026-02-11,2.04,0.4237
GDX,2026-03-13,-1.39,-0.1189
GDX,2026-02-11,1.4,-0.3178
GDXJ,2026-03-13,-1.5,-0.1233
GDXJ,2026-02-11,1.45,-0.2974
GE,2026-03-13,0.59,0.0304
GE,2026-02-11,0.62,-0.2244
