Date,Ticker,Ticker_name,Exposure,Category,model_score
2026-04-10,IEF,ISHARES:7-10 TRS BD ETF,Bonds,Bonds,8.0
2026-04-10,IEX,IDEX ,Industrials,Industrials,6.0
2026-04-10,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,Materials,-14.0
2026-04-10,INCY,INCYTE ,Health Care,Health Care,30.0
2026-04-10,INDA,ISHARES:MSCI INDIA,,Foreign,-36.0
2026-04-10,INTC,INTEL ,Information Technology,Information Technology,-23.0
2026-04-10,INTU,INTUIT INC.,Information Technology,Information Technology,17.0
2026-04-10,INVH,INVITATION HOMES INC.,Real Estate,Real Estate,-9.0
2026-04-10,IP,INTERNATIONAL PAPER COMPANY,Materials,Materials,-22.0
2026-04-10,IQV,IQVIA HOLDINGS INC,Health Care,Health Care,-26.0
2026-04-10,IR,INGERSOLL RAND INC.,Industrials,Industrials,-54.0
2026-04-10,IRM,IRON MOUNTAIN INC.,Real Estate,Real Estate,-19.0
2026-04-10,ISRG,"INTUITIVE SURGICAL, INC.",Health Care,Health Care,-9.0
2026-04-10,IT,"GARTNER, INC.",Information Technology,Information Technology,-47.0
2026-04-10,ITW,ILLINOIS TOOL WORKS INC.,Industrials,Industrials,17.0
2026-04-10,IVZ,INVESCO LTD.,Financials,Financials,35.0
2026-04-10,IWD,ISHARES:RUSS 1000 VL ETF,,Sector & Style ETFs,-44.0
2026-04-10,IWF,ISHARES:RUSS 1000 GR ETF,,Sector & Style ETFs,-18.0
2026-04-10,IWM,ISHARES:RUSS 2000 ETF,,Sector & Style ETFs,-44.0
2026-04-10,J,JACOBS SOLUTIONS INC.,Industrials,Industrials,-6.0
2026-04-10,JBHT,"J. B. HUNT TRANSPORT SERVICES, INC.",Industrials,Industrials,6.0
