Date,Ticker,Ticker_name,Exposure,Category,model_score_qtd_change,current_model_score,previous_model_score
2026-02-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,35.0,63.0,28.0
2026-02-13,AAPL,APPLE INC.,Information Technology,Information Technology,26.0,23.0,-3.0
2026-02-13,ABBV,ABBVIE INC.,Health Care,Health Care,-62.0,-40.0,22.0
2026-02-13,ABNB,"AIRBNB, INC.",Consumer Discretionary,Consumer Discretionary,76.0,23.0,-53.0
2026-02-13,ABT,ABBOTT LABORATORIES,Health Care,Health Care,-58.0,-13.0,45.0
2026-02-13,ACGL,ARCH CAPITAL GROUP LTD.,Financials,Financials,17.0,-44.0,-61.0
2026-02-13,ACN,ACCENTURE PUBLIC LIMITED COMPANY,Information Technology,Information Technology,41.0,-16.0,-57.0
2026-02-13,ADBE,ADOBE INC.,Information Technology,Information Technology,70.0,-32.0,-102.0
2026-02-13,ADI,"ANALOG DEVICES, INC.",Information Technology,Information Technology,-53.0,-14.0,39.0
2026-02-13,ADM,ARCHER-DANIELS-MIDLAND COMPANY.,Consumer Staples,Consumer Staples,-64.0,11.0,75.0
2026-02-13,ADP,"AUTOMATIC DATA PROCESSING, INC.",Industrials,Industrials,5.0,-0.0,-5.0
2026-02-13,ADSK,"AUTODESK, INC.",Information Technology,Information Technology,16.0,25.0,9.0
2026-02-13,AEE,AMEREN ,Utilities,Utilities,-49.0,-2.0,47.0
2026-02-13,AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,Utilities,-68.0,-17.0,51.0
2026-02-13,AES,THE AES ,Utilities,Utilities,-46.0,-71.0,-25.0
2026-02-13,AFL,AFLAC INC.,Financials,Financials,-38.0,-36.0,2.0
2026-02-13,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",Financials,Financials,40.0,-41.0,-81.0
2026-02-13,AIZ,"ASSURANT, INC.",Financials,Financials,55.0,2.0,-53.0
2026-02-13,AJG,ARTHUR J. GALLAGHER & CO.,Financials,Financials,24.0,-16.0,-40.0
2026-02-13,AKAM,"AKAMAI TECHNOLOGIES, INC.",Information Technology,Information Technology,8.0,-2.0,-10.0
2026-02-13,ALB,ALBEMARLE ,Materials,Materials,1.0,10.0,9.0
2026-02-13,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,-27.0,-37.0,-10.0
2026-02-13,ALL,THE ALLSTATE ,Financials,Financials,-43.0,-48.0,-5.0
2026-02-13,ALLE,ALLEGION PUBLIC LIMITED COMPANY,Industrials,Industrials,-104.0,-64.0,40.0
2026-02-13,AMAT,"APPLIED MATERIALS, INC.",Information Technology,Information Technology,31.0,18.0,-13.0
2026-02-13,AMCR,AMCOR PLC,Materials,Materials,-48.0,-51.0,-3.0
2026-02-13,AMD,"ADVANCED MICRO DEVICES, INC.",Information Technology,Information Technology,61.0,45.0,-16.0
2026-02-13,AME,"AMETEK, INC.",Industrials,Industrials,39.0,15.0,-24.0
2026-02-13,AMGN,AMGEN INC.,Health Care,Health Care,-109.0,-73.0,36.0
2026-02-13,AMP,"AMERIPRISE FINANCIAL, INC.",Financials,Financials,33.0,-10.0,-43.0
2026-02-13,AMT,AMERICAN TOWER ,Real Estate,Real Estate,-19.0,-24.0,-5.0
2026-02-13,AMZN,"AMAZON.COM, INC.",Consumer Discretionary,Consumer Discretionary,-29.0,0.0,29.0
2026-02-13,ANET,"ARISTA NETWORKS, INC.",Information Technology,Information Technology,-19.0,-22.0,-3.0
2026-02-13,AON,AON PLC,Financials,Financials,81.0,48.0,-33.0
2026-02-13,AOS,A. O. SMITH ,Industrials,Industrials,-92.0,-102.0,-10.0
2026-02-13,APA,APA ,Energy,Energy,-16.0,-35.0,-19.0
2026-02-13,APD,"AIR PRODUCTS AND CHEMICALS, INC.",Materials,Materials,-13.0,-5.0,8.0
2026-02-13,APH,AMPHENOL ,Information Technology,Information Technology,18.0,72.0,54.0
2026-02-13,APO,"APOLLO GLOBAL MANAGEMENT, INC.",Financials,Financials,54.0,28.0,-26.0
2026-02-13,APP,APPLOVIN CORP,Information Technology,Information Technology,-13.0,-6.0,7.0
2026-02-13,APTV,APTIV PLC,Consumer Discretionary,Consumer Discretionary,-34.0,-3.0,31.0
2026-02-13,ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,Real Estate,2.0,-13.0,-15.0
2026-02-13,ARES,ARES MANAGEMENT CORP,Financials,Financials,45.0,40.0,-5.0
2026-02-13,ASC,ARDMORE SHIPPING ,,MR Discretion,-87.0,-43.0,44.0
2026-02-13,ATO,ATMOS ENERGY ,Utilities,Utilities,-79.0,-28.0,51.0
2026-02-13,AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,Real Estate,7.0,-5.0,-12.0
2026-02-13,AVGO,BROADCOM INC.,Information Technology,Information Technology,33.0,67.0,34.0
2026-02-13,AVY,AVERY DENNISON ,Materials,Materials,31.0,-12.0,-43.0
2026-02-13,AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,Utilities,-63.0,-37.0,26.0
2026-02-13,AXON,"AXON ENTERPRISE, INC.",Industrials,Industrials,23.0,0.0,-23.0
2026-02-13,AXP,AMERICAN EXPRESS COMPANY,Financials,Financials,72.0,56.0,-16.0
2026-02-13,AZO,"AUTOZONE, INC.",Consumer Discretionary,Consumer Discretionary,-43.0,-43.0,0.0
2026-02-13,BA,THE BOEING COMPANY,Industrials,Industrials,57.0,-22.0,-79.0
2026-02-13,BAC,BANK OF AMERICA ,Financials,Financials,82.0,62.0,-20.0
2026-02-13,BALL,BALL ,Materials,Materials,-51.0,-60.0,-9.0
2026-02-13,BAX,BAXTER INTERNATIONAL INC.,Health Care,Health Care,22.0,-8.0,-30.0
2026-02-13,BBY,"BEST BUY CO., INC.",Consumer Discretionary,Consumer Discretionary,5.0,-15.0,-20.0
2026-02-13,BDX,"BECTON, DICKINSON AND COMPANY",Health Care,Health Care,68.0,48.0,-20.0
2026-02-13,BEN,"FRANKLIN RESOURCES, INC.",Financials,Financials,53.0,3.0,-50.0
2026-02-13,BF.B,BROWN-FORMAN ,Consumer Staples,Consumer Staples,-83.0,-50.0,33.0
2026-02-13,BG,BUNGE LIMITED,Consumer Staples,Consumer Staples,3.0,-8.0,-11.0
2026-02-13,BIIB,BIOGEN INC.,Health Care,Health Care,-33.0,-37.0,-4.0
2026-02-13,BK,THE BANK OF NEW YORK MELLON ,Financials,Financials,-60.0,-26.0,34.0
2026-02-13,BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,63.0,0.0,-63.0
2026-02-13,BKR,BAKER HUGHES COMPANY,Energy,Energy,-59.0,-23.0,36.0
2026-02-13,BLDR,"BUILDERS FIRSTSOURCE, INC.",Industrials,Industrials,-22.0,4.0,26.0
2026-02-13,BLK,"BLACKROCK, INC.",Financials,Financials,53.0,18.0,-35.0
2026-02-13,BMY,BRISTOL-MYERS SQUIBB COMPANY,Health Care,Health Care,10.0,-35.0,-45.0
2026-02-13,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Industrials,Industrials,10.0,0.0,-10.0
2026-02-13,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,Financials,8.0,-14.0,-22.0
2026-02-13,BRO,"BROWN & BROWN, INC.",Financials,Financials,16.0,-5.0,-21.0
2026-02-13,BSX,BOSTON SCIENTIFIC ,Health Care,Health Care,-58.0,0.0,58.0
2026-02-13,BTC=F,BITCOIN FUTURES,,Futures,11.0,-0.0,-11.0
2026-02-13,BTI,BRITISH AMERICAN TOBACCO P.L.C.,,MR Discretion,-60.0,-16.0,44.0
2026-02-13,BTU,PEABODY ENERGY ,,MR Discretion,19.0,33.0,14.0
2026-02-13,BX,BLACKSTONE INC,Financials,Financials,66.0,30.0,-36.0
2026-02-13,BXP,"BOSTON PROPERTIES, INC.",Real Estate,Real Estate,-13.0,-4.0,9.0
2026-02-13,C,CITIGROUP INC.,Financials,Financials,-2.0,-10.0,-8.0
2026-02-13,CAG,"CONAGRA BRANDS, INC.",Consumer Staples,Consumer Staples,-40.0,-70.0,-30.0
2026-02-13,CAH,"CARDINAL HEALTH, INC.",Health Care,Health Care,57.0,62.0,5.0
2026-02-13,CALM,"CAL-MAINE FOODS, INC.",,MR Discretion,-95.0,-59.0,36.0
2026-02-13,CANE,TEUCRIUM:SUGAR,,Commodities,15.0,29.0,14.0
2026-02-13,CARR,CARRIER GLOBAL ,Industrials,Industrials,-69.0,-70.0,-1.0
2026-02-13,CAT,CATERPILLAR INC.,Industrials,Industrials,-32.0,-17.0,15.0
2026-02-13,CB,CHUBB LTD,Financials,Financials,-23.0,-79.0,-56.0
2026-02-13,CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,Financials,66.0,10.0,-56.0
2026-02-13,CBRE,"CBRE GROUP, INC.",Real Estate,Real Estate,-32.0,-6.0,26.0
2026-02-13,CCI,CROWN CASTLE INC.,Real Estate,Real Estate,47.0,-0.0,-47.0
2026-02-13,CCJ,CAMECO ,,MR Discretion,-50.0,-16.0,34.0
2026-02-13,CCL,CARNIVAL CORP,Consumer Discretionary,Consumer Discretionary,75.0,8.0,-67.0
2026-02-13,CDNS,"CADENCE DESIGN SYSTEMS, INC.",Information Technology,Information Technology,-37.0,-11.0,26.0
2026-02-13,CDW,CDW ,Information Technology,Information Technology,-6.0,-22.0,-16.0
2026-02-13,CEG,CONSTELLATION ENERGY,Utilities,Utilities,-11.0,-13.0,-2.0
2026-02-13,CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,Materials,2.0,28.0,26.0
2026-02-13,CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,Financials,67.0,26.0,-41.0
2026-02-13,CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,Consumer Staples,-46.0,-35.0,11.0
2026-02-13,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",Industrials,Industrials,-69.0,-16.0,53.0
2026-02-13,CHTR,"CHARTER COMMUNICATIONS, INC.",Communication Services,Communication Services,22.0,-60.0,-82.0
2026-02-13,CI,THE CIGNA GROUP,Health Care,Health Care,-53.0,-63.0,-10.0
2026-02-13,CIEN,CIENA CORPORATION,Information Technology,Information Technology,42.0,22.0,-20.0
2026-02-13,CINF,CINCINNATI FINANCIAL ,Financials,Financials,71.0,75.0,4.0
2026-02-13,CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,Consumer Staples,-67.0,-70.0,-3.0
2026-02-13,CLX,THE CLOROX COMPANY,Consumer Staples,Consumer Staples,-115.0,-70.0,45.0
2026-02-13,CMBT,CMB.TECH NV,,MR Discretion,-66.0,-38.0,28.0
2026-02-13,CMCSA,COMCAST ,Communication Services,Communication Services,-41.0,-43.0,-2.0
2026-02-13,CME,CME GROUP INC.,Financials,Financials,-34.0,-26.0,8.0
2026-02-13,CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,Consumer Discretionary,75.0,-10.0,-85.0
2026-02-13,CMI,CUMMINS INC.,Industrials,Industrials,3.0,25.0,22.0
2026-02-13,CMRE,COSTAMARE INC.,,MR Discretion,9.0,29.0,20.0
2026-02-13,CMS,CMS ENERGY ,Utilities,Utilities,-35.0,-2.0,33.0
2026-02-13,CNC,CENTENE ,Health Care,Health Care,61.0,4.0,-57.0
2026-02-13,CNP,"CENTERPOINT ENERGY, INC.",Utilities,Utilities,-31.0,-2.0,29.0
2026-02-13,CNR,"CORE NATURAL RESOURCES, INC.",,MR Discretion,66.0,23.0,-43.0
2026-02-13,COF,CAPITAL ONE FINANCIAL ,Financials,Financials,43.0,3.0,-40.0
2026-02-13,COIN,"COINBASE GLOBAL, INC.",Financials,Financials,13.0,-30.0,-43.0
2026-02-13,COMT,ISHARES:GSCI COMM DYN RS,,Commodities,3.0,3.0,0.0
2026-02-13,COO,"THE COOPER COMPANIES, INC.",Health Care,Health Care,47.0,-14.0,-61.0
2026-02-13,COP,CONOCOPHILLIPS,Energy,Energy,-34.0,-54.0,-20.0
2026-02-13,COR,"CENCORA, INC.",Health Care,Health Care,16.0,22.0,6.0
2026-02-13,CORN,TEUCRIUM:CORN,,Commodities,-45.0,-14.0,31.0
2026-02-13,COST,COSTCO WHOLESALE ,Consumer Staples,Consumer Staples,-24.0,1.0,25.0
2026-02-13,CPAY,"FLEETCOR TECHNOLOGIES, INC.",Financials,Financials,40.0,-17.0,-57.0
2026-02-13,CPB,CAMPBELL SOUP COMPANY,Consumer Staples,Consumer Staples,-69.0,-2.0,67.0
2026-02-13,CPER,UNITED STATES COPPER IDX,,Commodities,-3.0,-8.0,-5.0
2026-02-13,CPRT,"COPART, INC.",Industrials,Industrials,18.0,4.0,-14.0
2026-02-13,CPT,CAMDEN PROPERTY TRUST,Real Estate,Real Estate,67.0,47.0,-20.0
2026-02-13,CRESY,CRESUD INC.,,MR Discretion,34.0,8.0,-26.0
2026-02-13,CRH,CRH PUBLIC LIMITED COMPANY,Materials,Materials,59.0,-11.0,-70.0
2026-02-13,CRL,CHARLES RIVER LABORATORIES,Health Care,Health Care,75.0,11.0,-64.0
2026-02-13,CRM,"SALESFORCE, INC.",Information Technology,Information Technology,44.0,-26.0,-70.0
2026-02-13,CRWD,"CROWDSTRIKE HOLDINGS, INC.",Information Technology,Information Technology,19.0,-14.0,-33.0
2026-02-13,CSCO,"CISCO SYSTEMS, INC.",Information Technology,Information Technology,-5.0,-7.0,-2.0
2026-02-13,CSGP,"COSTAR GROUP, INC.",Real Estate,Real Estate,-15.0,0.0,15.0
2026-02-13,CSX,CSX ,Industrials,Industrials,-5.0,-46.0,-41.0
2026-02-13,CTAS,CINTAS ,Industrials,Industrials,16.0,-7.0,-23.0
2026-02-13,CTRA,COTERRA ENERGY INC.,Energy,Energy,-50.0,-39.0,11.0
2026-02-13,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS ,Information Technology,Information Technology,61.0,-0.0,-61.0
2026-02-13,CTVA,"CORTEVA, INC.",Materials,Materials,-49.0,-58.0,-9.0
2026-02-13,CVNA,CARVANA CO.,Consumer Discretionary,Consumer Discretionary,56.0,-0.0,-56.0
2026-02-13,CVS,CVS HEALTH ,Health Care,Health Care,3.0,2.0,-1.0
2026-02-13,CVX,CHEVRON ,Energy,Energy,-52.0,-23.0,29.0
2026-02-13,D,"DOMINION ENERGY, INC.",Utilities,Utilities,-49.0,-22.0,27.0
2026-02-13,DAL,"DELTA AIR LINES, INC.",Industrials,Industrials,93.0,31.0,-62.0
2026-02-13,DASH,"DOORDASH, INC.",Consumer Discretionary,Consumer Discretionary,29.0,-13.0,-42.0
2026-02-13,DBA,INVESCO DB MS AGRI,,Commodities,-24.0,-14.0,10.0
2026-02-13,DBB,INVESCO DB MS BMTL,,Commodities,37.0,37.0,-0.0
2026-02-13,DBC,INVESCO DB CM IDX,,Commodities,0.0,11.0,11.0
2026-02-13,DD,"DUPONT DE NEMOURS, INC.",Materials,Materials,-34.0,-35.0,-1.0
2026-02-13,DDOG,"DATADOG, INC.",Information Technology,Information Technology,-57.0,-33.0,24.0
2026-02-13,DE,DEERE & COMPANY,Industrials,Industrials,-84.0,-22.0,62.0
2026-02-13,DECK,DECKERS OUTDOOR ,Consumer Discretionary,Consumer Discretionary,13.0,-37.0,-50.0
2026-02-13,DELL,DELL TECHNOLOGIES INC.,Information Technology,Information Technology,9.0,3.0,-6.0
2026-02-13,DG,DOLLAR GENERAL ,Consumer Staples,Consumer Staples,52.0,17.0,-35.0
2026-02-13,DGX,QUEST DIAGNOSTICS INC.,Health Care,Health Care,-54.0,-21.0,33.0
2026-02-13,DHI,"D.R. HORTON, INC.",Consumer Discretionary,Consumer Discretionary,-38.0,-2.0,36.0
2026-02-13,DHR,DANAHER ,Health Care,Health Care,63.0,36.0,-27.0
2026-02-13,DHT,"DHT HOLDINGS, INC.",,MR Discretion,-99.0,-53.0,46.0
2026-02-13,DIA,SPDR DOW JONES INDUS AVG,,Sector & Style ETFs,28.0,-3.0,-31.0
2026-02-13,DIS,THE WALT DISNEY COMPANY,Communication Services,Communication Services,37.0,-13.0,-50.0
2026-02-13,DJI,DOW JONES INDUSTRIAL AVG INDEX,,Indices,21.0,-18.0,-39.0
2026-02-13,DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,Real Estate,45.0,-2.0,-47.0
2026-02-13,DLTR,"DOLLAR TREE, INC.",Consumer Staples,Consumer Staples,72.0,26.0,-46.0
2026-02-13,DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,Real Estate,-40.0,-13.0,27.0
2026-02-13,DOV,DOVER ,Industrials,Industrials,-78.0,-81.0,-3.0
2026-02-13,DOW,DOW INC.,Materials,Materials,-63.0,-57.0,6.0
2026-02-13,DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,Consumer Discretionary,-37.0,-11.0,26.0
2026-02-13,DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,Consumer Discretionary,34.0,-11.0,-45.0
2026-02-13,DTE,DTE ENERGY COMPANY,Utilities,Utilities,-60.0,-20.0,40.0
2026-02-13,DUK,DUKE ENERGY ,Utilities,Utilities,-60.0,-20.0,40.0
2026-02-13,DVA,DAVITA INC.,Health Care,Health Care,-110.0,-70.0,40.0
2026-02-13,DVN,DEVON ENERGY ,Energy,Energy,-43.0,-54.0,-11.0
2026-02-13,DXCM,"DEXCOM, INC.",Health Care,Health Care,6.0,-24.0,-30.0
2026-02-13,DXY,US DOLLAR INDEX,USD,Indices,32.0,28.0,-4.0
2026-02-13,EA,ELECTRONIC ARTS INC.,Communication Services,Communication Services,52.0,47.0,-5.0
2026-02-13,EBAY,EBAY INC.,Consumer Discretionary,Consumer Discretionary,-2.0,-0.0,2.0
2026-02-13,EC,ECOPETROL SA,,MR Discretion,18.0,24.0,6.0
2026-02-13,ECH,ISHARES:MSCI CHILE,,Foreign,3.0,15.0,12.0
2026-02-13,ECL,ECOLAB INC.,Materials,Materials,-93.0,-57.0,36.0
2026-02-13,ED,"CONSOLIDATED EDISON, INC.",Utilities,Utilities,17.0,3.0,-14.0
2026-02-13,EDEN,ISHARES:MSCI DENMARK,,Foreign,91.0,64.0,-27.0
2026-02-13,EDV,VANGUARD EXT DUR T;ETF,Bonds,Bonds,36.0,-10.0,-46.0
2026-02-13,EFNL,ISHARES:MSCI FINLAND,,Foreign,50.0,27.0,-23.0
2026-02-13,EFX,EQUIFAX INC.,Industrials,Industrials,47.0,-3.0,-50.0
2026-02-13,EG,"EVEREST GROUP, LTD.",Financials,Financials,-10.0,-36.0,-26.0
2026-02-13,EIDO,ISHARES:MSCI INDONESIA,,Foreign,42.0,33.0,-9.0
2026-02-13,EIRL,ISHARES:MSCI IRELAND,,Foreign,40.0,1.0,-39.0
2026-02-13,EIS,ISHARES:MSCI ISRAEL,,Foreign,12.0,-8.0,-20.0
2026-02-13,EIX,EDISON INTERNATIONAL,Utilities,Utilities,-53.0,-43.0,10.0
2026-02-13,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,Consumer Staples,78.0,29.0,-49.0
2026-02-13,ELV,"ELEVANCE HEALTH, INC.",Health Care,Health Care,51.0,21.0,-30.0
2026-02-13,EME,"EMCOR GROUP, INC.",Industrials,Industrials,4.0,-12.0,-16.0
2026-02-13,EMR,EMERSON ELECTRIC CO.,Industrials,Industrials,69.0,47.0,-22.0
2026-02-13,ENZL,ISHARES:MSCI NEW ZLND,,Foreign,9.0,18.0,9.0
2026-02-13,EOG,"EOG RESOURCES, INC.",Energy,Energy,-73.0,-46.0,27.0
2026-02-13,EPAM,"EPAM SYSTEMS, INC.",Information Technology,Information Technology,39.0,11.0,-28.0
2026-02-13,EPHE,ISHARES:MSCI PHILIPPINES,,Foreign,-26.0,-44.0,-18.0
2026-02-13,EPOL,ISHARES:MSCI POLAND,,Foreign,57.0,5.0,-52.0
2026-02-13,EPU,ISHARES:MSCI PERU,,Foreign,69.0,35.0,-34.0
2026-02-13,EQIX,"EQUINIX, INC.",Real Estate,Real Estate,3.0,-35.0,-38.0
2026-02-13,EQR,EQUITY RESIDENTIAL,Real Estate,Real Estate,-22.0,-41.0,-19.0
2026-02-13,EQT,EQT ,Energy,Energy,-51.0,-16.0,35.0
